college_img,college_name,college_loc,college_course,college_fees,Open,AllIndia,Minority
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3845/2018/8/22/Mahatma-Gandhi-Missions-Jawaharlal-Nehru-Engineering-College-Aurangabad4.jpg,JNEC Aurangabad - Mahatma Gandhi Mission’s Jawaharlal Nehru Engineering College,"Aurangabad, Maharashtra",BE Civil Engineering,6 00 000,35.3,31.3,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2009/2019/1/11/Campus,"Dr DY Patil School of Engineering, Pune","Pune, Maharashtra  FeesCutoff",BE Civil Engineering,3 80 272,34.88,30.84,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2529/2018/7/30/Tatyasaheb-Kore-Institute-of-Engineering-and-Technology-Kolhapur-CampusView.png,TKIET Warananagar - Tatyasaheb Kore Institute of Engineering and Technology,"Kolhapur, Maharashtra",B.Tech Civil Engineering,3 93 600,34.16,30.61,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/5322/2019/1/11/College,"Maharashtra Institute of Technology, Aurangabad","Aurangabad, Maharashtra",B.Tech Civil Engineering,,29.21,25.12,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/1976/2018/10/9/Campus,"Dr DY Patil Institute of Engineering Management and Research, Pune","Pimpri-Chinchwad, Maharashtra",BE Civil Engineering,3 95 168,26.47,22.74,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3339/2018/10/26/Campus,"SKN Sinhgad College of Engineering, Korti","Pandharpur, MaharashtraCourses &amp;",B.Tech Civil Engineering,3 19 002,24.26,20.62,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4459/2020/11/23/Campus,"GH Raisoni College of Engineering and Management, Pune","Pune, Maharashtra",B.Tech Civil Engineering,4 19 960,23.84,19.48,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3076/2018/11/9/Campus,"Sinhgad Academy of Engineering, Kondhwa","Pune, Maharashtra",BE Civil Engineering,,23.1,21.65,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2539/2018/10/30/Buliding,"St Vincent Pallotti College of Engineering and Technology, Nagpur","Nagpur, Maharashtra",BE Civil Engineering,4 80 000,22.76,19.67,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2007/2018/10/5/Campus,"DY Patil College of Engineering and Technology, Kolhapur","Kolhapur, Maharashtra",B.Tech Civil Engineering,4 49 240,22.7,18.66,0
